created_at,full_text,Year,Month,Date,Subjectivity,Polarity,SPXCount,CovidCount,Analysis
2020-06-01 15:39,: Bloomberg Commodity Outlook: June 2020 Edition Gold vs. Deflation --   oilgas Commodities GOLD…,2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:38,luv Tom Fitton -- he uses FACTS   $DJIA $SPX $NDX $IWM $TSLA $GOOGL $BKNG $AMZN $GS $BANK $BYND $TLRY $CGC CRUDEOIL ,2020,6,1,0.0,0.0,1,0,Neutral
2020-06-01 15:37,The best way to buy bitcoin and trade here -DM if you are ready to start ( we payout on a daily / weekly basis keep that on your mind )  investment realestate invest investing business investor money finance wealth investors bitcoin stockmarket stocks realtor ,2020,6,1,0.26666666666666666,0.4,0,0,Positive
2020-06-01 15:37,": $FB bouncing around in rising channel, headed back towards the top of the channel looking to run past ATHs @ $241 this…",2020,6,1,0.25,0.08333333333333333,0,0,Positive
2020-06-01 15:36,"NASDAQ E-mini Futures NQ_F  0.75 Points (0.01%) to 9,561 futurestrading NASDAQ100 Investment investing stock stocks StockMarket   ",2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:36,Bloomberg Commodity Outlook: June 2020 Edition Gold vs. Deflation --   oilgas Commodities GOLD crudeoil copper corn silver stocks NaturalGas ,2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:35,Robinhood 100 Index - Rebalance  Since Inception: +5.97% Past Week: +1.12%  Top Movers    $DKNG +10   $ACB -6  Add/Drop    $SNE   $NVAX   $ZM   $IGC  Top 5 Holdings  1. $AMZN - 28% 2. $TSLA - 11.8% 3. $AAPL - 7.4% 4. $GOOGL - 5.9% 5. $MSFT - 5% ,2020,6,1,0.4166666666666667,0.25,0,0,Positive
2020-06-01 15:35,: $AMZN June(19) 2465 calls opened for $1.2M in premium,2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:34,: $SPX prices literally still at levels seen early last week- We've seen some Tech slowdown but no evidence of this range…,2020,6,1,0.18333333333333326,0.05,1,0,Positive
2020-06-01 15:34,"Increasing 4.5% last month, the SP500 had its best May in over a decade.  To see which stocks led the way, here are the top 10 performing $SPX stocks in May.  $LB $FTNT $DISH $FBHS $PYPL $ALB $LOW $NWSA $DLTR $AMP ",2020,6,1,0.2916666666666667,0.375,2,0,Positive
2020-06-01 15:34,$OWCP Is OWC Pharmaceutical Research Corp (OTCMKTS:OWCP) A Buy Right Now?  $AMRN $HEMP $NWBO $AVXL $CGC $GWPH $NNVC $GILD  owcp biotech news cannabis cbd pennystocks stocks daytrading  ,2020,6,1,0.5357142857142857,0.2857142857142857,0,0,Positive
2020-06-01 15:33,: $SPX with DeMark Combo sell Countdown 13 follows recent Sequential 13 as we have been expecting.  Now awaiting price fli…,2020,6,1,0.25,0.0,1,0,Neutral
2020-06-01 15:33,Click below link to watch video   stocks stockstowatch ,2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:32,": Powell: ""Fed policies absolutely don't add to inequality.""  Given: $3.3T added to Fed balance sheet since 8/28/2019 $SPX is…",2020,6,1,0.9,0.2,1,0,Positive
2020-06-01 15:32,": Powell: ""Fed policies absolutely don't add to inequality.""  Given: $3.3T added to Fed balance sheet since 8/28/2019 $SPX is…",2020,6,1,0.9,0.2,1,0,Positive
2020-06-01 15:31,"$TLSS wow, what an unnecessary disaster. Out for now, will reload when she settles down.  Moving profits to $INQD $TPTW $$$$$  $BRNW $AMRN $SRNE $TPTW $CYDY $PCTL $IGEN $BLSP $NTRR $GSRX $BBRW $INQD $KNOS $EGOC $IBRC $RNVA $AXXA $IPIX $NWBO $TSLA $MSFT $AAL $DAL",2020,6,1,0.7296296296296295,-0.15185185185185188,0,0,Negative
2020-06-01 15:31,Ughhhh SPX500 what you doing       oh them protest getting to you to huh  ,2020,6,1,0.0,0.0,1,0,Neutral
2020-06-01 15:30,Every Friday brings a Wrap the Week segment- this time we focused on improving breadth as the $SPX attempts to remain above the key 3000 level.  Also answered some excellent questions from The Final Bar Mailbag!     ,2020,6,1,0.775,0.25,1,0,Positive
2020-06-01 15:29,: Checking in on $AAPL: The stock is very expensive and the technicals again urge extreme caution.  ,2020,6,1,0.955,-0.3875,0,0,Negative
2020-06-01 15:28,: Graphic patterns indicator V11   StockMarket stockstowatch forex nasdaq tradingsignal dax30 f…,2020,6,1,0.4,0.0,0,0,Neutral
2020-06-01 15:27,Looks like $USDCAD overshot. way oversold looks cheap and has a ton of support here at 1.36193.  $SPY trading stocks $CAD $QQQ,2020,6,1,0.7,0.4,0,0,Positive
2020-06-01 15:26,"@_groww Guys, are you still in business ? Have not seen anyone responding or resolving bugs in your shitty app. Refer email snap below. Have been waiting for 4 days now on something you were supposed to get back in 24 hrs. MutualFunds Stocks Nifty MutualFundSahihai Software ",2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:26,": Powell: ""Fed policies absolutely don't add to inequality.""  Given: $3.3T added to Fed balance sheet since 8/28/2019 $SPX is…",2020,6,1,0.9,0.2,1,0,Positive
2020-06-01 15:25,: Apple says 20 stores that were closed Sunday are now REOPEN today Monday   But most stores remain closed with the “safety…,2020,6,1,0.2333333333333333,0.10000000000000002,0,0,Positive
2020-06-01 15:25,$GOOGL Found Buyers At The Blue Box Area  elliottwave trading $GOOG ,2020,6,1,0.1,0.0,0,0,Neutral
2020-06-01 15:25,_chart_life: What happens if $AAPL and $MSFT move higher out of these consolidations? They haven't gone anywhere for weeks. $QQQ,2020,6,1,0.5,0.25,0,0,Positive
2020-06-01 15:24,  Most Popular Stocks    Apple Inc. $AAPL » 320.39  2.45 0.77%  Tesla Inc $TSLA » 882.92  47.92 5.74%   Inc. $AMZN » 2471.29  28.91 1.18% Rankings    ,2020,6,1,0.7,0.55,0,0,Positive
2020-06-01 15:23,": The travel and leisure industry cratered as the coronavirus essentially shut it down. But over the past two months, it…",2020,6,1,0.2796296296296296,-0.1351851851851852,0,1,Negative
2020-06-01 15:23,$DIS BEAR PT TODAY. 115,2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:22,$MA Has A Neutral Technical Analysis Score (TA Score). Breakdown Of 3 Categories: candle score Poor; moving average score Good; momentum score Excellent stocks StockMarket Investment investing  ,2020,6,1,0.54,0.23,0,0,Positive
2020-06-01 15:22,"_puru Yup Europe opening up for tourists in July Spain, Greece, Italy , Portugal ... its mad .. but I expect airports to be full in July( as if it’s all over) with great discount deals Europe  to boost hotels, resorts economy.. See $DIS looking for Europeans to go to Disneyland too",2020,6,1,0.7666666666666666,0.17500000000000002,0,0,Positive
2020-06-01 15:21,9s everywhere btc $btc bitcoin weekly td9 ethereum eth $eth weekly td9 + newly born 200w(e)ma spx sp500 $spx daily td9 Stochastics also looks juicy for them  Just observed: gold $xau xau xauusd w9 Ignoring 9 would make them superbullish but basically this is a bear call ,2020,6,1,0.2272727272727273,0.06818181818181818,3,0,Positive
2020-06-01 15:20,: $FB helped Comm Services (+7.4% in May) beat Tech (+7.2%) and both sectors – along with Health Care - are now up on the yea…,2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:20,"$TGT $AMZN Major retailers across the nation are temporarily closing their stores in areas hardest hit by the unrest. Target, Apple and Amazon-owned Whole Foods are among the retailers that announced they would shutter locations temporarily.",2020,6,1,0.45,0.13125,0,0,Positive
2020-06-01 15:19,"Podcast - May 29, 2020 American Manganese Update on Pilot Plant Activity Bill Gates and Richard Branson set sights on Mining and Clean Tech  TSX:V AMY stocks trading lithium batteries trending $$$",2020,6,1,0.35000000000000003,0.18333333333333332,0,0,Positive
2020-06-01 15:19,$FB helped Comm Services (+7.4% in May) beat Tech (+7.2%) and both sectors – along with Health Care - are now up on the year. $SPY $XLC $XLK $QQQ $XLV,2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:18,: Let's see how much more room $NVAX has here!!  Lets go!!! what a day!!!  stocks trading market trader markets nasd…,2020,6,1,0.5,1.0,0,0,Positive
2020-06-01 15:18, Sellside job following $amzn shld be worth maybe $25k per year salary.,2020,6,1,0.1,0.15,0,0,Positive
2020-06-01 15:17,: $SPX - Micro Bear 'Wedge' in-play... ,2020,6,1,0.0,0.0,1,0,Neutral
2020-06-01 15:16,stock stockmarket $SPX $NDX  $SPY btc forex bitcoin investing realDonaldTrump ____ Copper growth in traditional sectors - ,2020,6,1,0.75,0.0,1,0,Neutral
2020-06-01 15:15,: $SPX with DeMark Combo sell Countdown 13 follows recent Sequential 13 as we have been expecting.  Now awaiting price fli…,2020,6,1,0.25,0.0,1,0,Neutral
2020-06-01 15:14,bitcoin Hey PlanB any chance you can show your chart with quarters thrown in. For reason see details on my chart. NOT ADVICE. DYOR. crypto btc $btc cryptocurrencies  100trillionUSD RedDotReleased spx $spx  ,2020,6,1,0.0,0.0,2,0,Neutral
2020-06-01 15:13,:  forecasts $SPX down to 2950 over next 90 days due to election cycle anxiety. 10yrUST expected to hit 0.4 during…,2020,6,1,0.2659722222222223,-0.09513888888888887,1,0,Negative
2020-06-01 15:13,"As a consumer, you know the companies with great products. OwnTheBrandsYouLove TiiCKER investing stocks ticker TiiSTOCKS ",2020,6,1,0.75,0.8,0,0,Positive
2020-06-01 15:12,: The Chinese debt has increased to over 317% according to IIF estimates. How long can the growth rate survive using this…,2020,6,1,0.2,-0.025,0,0,Negative
2020-06-01 15:11,_: Another great product from UK based Yourgene Health Ygen buy aim stocks ncyt avct odx hemo markets ,2020,6,1,0.75,0.8,0,0,Positive
2020-06-01 15:10,$JPM:  New SEC Filing for $JPM: Form 424B2 (No. 0000891092-20-007170):  ,2020,6,1,0.5272727272727272,0.01818181818181817,0,0,Positive
2020-06-01 15:10,$eS_F $SPX $SPY - Needs to hold above 3040 here to retest 2050. Target above is 3059,2020,6,1,0.1,0.0,1,0,Neutral
2020-06-01 15:09,"Jeff Bezos’s Beacon Investment Looks Good for Amazon Stock  “Amazon $AMZN CEO Jeff Bezos has invested in British digital logistics startup Beacon. 8VC joined Bezos in the Beacon investment, which raised $15 million.”  amazon bezos beacon   ",2020,6,1,0.20000000000000004,0.2333333333333333,0,0,Positive
2020-06-01 15:08,$MRK Good News is Good news and should move up a notch! Put a little Glue on the ball ! $BMY trying show up also.,2020,6,1,0.5666666666666668,0.446875,0,0,Positive
2020-06-01 15:08,WallSt escaping the reality- real problem $SPX MARCH low 2190 next /possible ?,2020,6,1,0.20000000000000004,0.06666666666666668,1,0,Positive
2020-06-01 15:07,"Week 22 (Monday AM)  $spx nice 3030 to 3050 push after am lows.  $amzn 2444+ to 2470, strong mkt leader $aapl over 320 participating $msft holding party back under 183.50, relative weakness  $zm big winner. parabolic move 177-182 clear ran 200 $ba 143.25 to 153.75 $fb 225 to 228+",2020,6,1,0.3694444444444445,0.18888888888888888,1,0,Positive
2020-06-01 15:06,: $SPX with DeMark Combo sell Countdown 13 follows recent Sequential 13 as we have been expecting.  Now awaiting price fli…,2020,6,1,0.25,0.0,1,0,Neutral
2020-06-01 15:06,Ended May with $10.77 in dividends.   $AAPL - $0.29 $ABBV - $0.86 $AXP - $1.30 $T - $8.32,2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:05,": Lowest P/S among stocks $SPX $SPY 1.   CARDINAL HEALTH, INC. $CAH: 0.1 2.   AMERISOURCEBERGEN CO. $ABC: 0.1 3.   AMERICAN…",2020,6,1,0.0,0.0,1,0,Neutral
2020-06-01 15:04,"Everybody is on the sidelines expecting a pullback but couple of rebel algos still won’t give up, $spx",2020,6,1,0.0,0.0,1,0,Neutral
2020-06-01 15:04, lol that online retail number though  welcome to the United States of $AMZN,2020,6,1,0.8,0.8,0,0,Positive
2020-06-01 15:03,"June 01 Monday, $AAPL is $320.37  Bearish target $313.50",2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:03,"Bears last hope is $spx closing under 3,050... above that and any meaningful decline is probably over. Higher valuations will become the norm at the expense of lower longterm gains. No reason to even buy stocks if this scenario plays out.",2020,6,1,0.2916666666666667,0.1875,1,0,Positive
2020-06-01 15:03,OptionsTrading StockMarket crisismoney Entrepreneur stocks   Learn to trade options    Learn to trade stocks during turbulent times   ,2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:02,2 Top Tech Stocks for a Post-Pandemic World stocks technology  ,2020,6,1,0.5,0.5,0,0,Positive
2020-06-01 15:02,Will begin writing nifty options from tomorrow on intraday basis.  Let's see how it goes.   stocks NiftyBank StockMarket,2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:02,South Korea lowers 2020 economic growth prediction to just 0.1% stocks trading ... ,2020,6,1,0.2,0.2,0,0,Positive
2020-06-01 15:01,: sp500 futures barely even budging ,2020,6,1,0.1,0.05,1,0,Positive
2020-06-01 15:01,$MA wait for 304 ,2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:01,South Korea lowers 2020 economic growth prediction to just 0.1% stocks trading ... ,2020,6,1,0.2,0.2,0,0,Positive
2020-06-01 15:00,The founder of Alibaba  jackma Alibaba enterpronour business china nevergiveup instagood entrepreneurship stocks hustle billionaire realestate music makemoney twitter billionairefoundation mrakbarshaikh ,2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:00,"EURGBP TP1 Done! 70 Pips Secured   For Forex signals, join   audjpy BTC forex euraud fx gbpjpy forexsignals stocks aapl eurcad MT5 22769 ",2020,6,1,0.0,0.0,0,0,Neutral
2020-06-01 15:00,$T Has A Neutral Technical Analysis Score (TA Score). Breakdown Of 3 Categories: candle score Neutral; moving average score Neutral; momentum score Excellent stocks StockMarket Investment investing ,2020,6,1,0.5,0.2833333333333333,0,0,Positive
2020-06-01 15:00,$SPX with DeMark Combo sell Countdown 13 follows recent Sequential 13 as we have been expecting.  Now awaiting price flip down.   ,2020,6,1,0.2694444444444445,-0.07777777777777779,1,0,Negative
2020-06-02 16:00,  I never woke up seeking European approval...  and don't need any vaccine to fix that  $fb $aapl $msft $googl,2020,6,2,0.0,0.0,0,0,Neutral
2020-06-02 16:00,6/02/20 - Tuesday's Trade Plan video:   **get these sent to you the night before as a member of BTG:   NADEX BinaryOptions Futures Forex indices Stocks btgtraders ,2020,6,2,0.0,0.0,0,0,Neutral
2020-06-02 16:00,"LIVE S&amp;P 500 Today - GERMANY SEEKS $112B [Stocks News] June 2, 2020 --  --  investing fintwit $SPY $SPX $FB $SHOP $CRON $CGC",2020,6,2,0.5,0.13636363636363635,1,0,Positive
2020-06-02 15:59,Options Flow Grid Update $ATVI OptionsTrading Activision Blizzard Shares  1.69% to $71.76 OptionsFlow stocks stock StockMarket investing Investment  ,2020,6,2,0.0,0.0,0,0,Neutral
2020-06-02 15:59,": ""Left unchecked, Facebook's recommendation engine would continue to serve users more &amp; more divisive content in an effort…",2020,6,2,0.3333333333333333,0.3333333333333333,0,0,Positive
2020-06-02 15:58,_Insider: Checks Suggest 'Material Reduction' to Apple $AAPL Q3 5G iPhone Builds - Susquehanna  ,2020,6,2,0.0,0.0,0,0,Neutral
2020-06-02 15:57,"ridiculous ... hahahahaha FULLTIME FAKE ACCOUNT &amp; Reported as Fake &amp; Muted &amp; Blocked $TWTR Account ""   "" cause $BS^3 I hate LOOSERS &amp; BOTS of $SPX $NDX $EURUSD $GBPUSD",2020,6,2,0.9,-0.38666666666666666,1,0,Negative
2020-06-02 15:56,Twitter is taking action against these groups but $FB is not. Zuckerberg will go down in history as the appeaser of a criminal potus &amp; his dangerous supporters. FBsucks TrumpDictatorship  ,2020,6,2,0.4597222222222223,-0.2638888888888889,0,0,Negative
2020-06-02 15:55,": When it comes to notable and growing dis-connects, it's not just fundamentals and markets. There are also growing disconnect…",2020,6,2,0.5,0.5,0,0,Positive
2020-06-02 15:55,": When it comes to notable and growing dis-connects, it's not just fundamentals and markets. There are also growing disconnect…",2020,6,2,0.5,0.5,0,0,Positive
2020-06-02 15:54,: Lots of drama on Instagram and going dark this week. I have an idea. Just DeleteFacebook and deleteinstagram - life w…,2020,6,2,0.4,-0.15,0,0,Negative
2020-06-02 15:54,"Curious whether bank analysts know what a disaster  is, and factor that into their work on $BAC.  Most will not have the problems I've had, but my use is like a stress test of their platform, and sadly, it fails badly.  Apparently, not enough of an issue to fix.",2020,6,2,0.575,-0.024999999999999998,0,0,Negative
2020-06-02 15:53,: NYC Mayor De Blasio says the city does not want National Guard troops to help with protests $SPX,2020,6,2,0.0,0.0,1,0,Neutral
2020-06-02 15:52,": The rally off the pandemic panic lows is what my mentor use to call ""Lock-Out,"" - meaning most missed it and couldn't get o…",2020,6,2,0.5,0.5,0,1,Positive
2020-06-02 15:51,$JPM:  New SEC Filing for $JPM: Form 424B2 (No. 0001615774-20-006633):  ,2020,6,2,0.5272727272727272,0.01818181818181817,0,0,Positive
2020-06-02 15:51,Dow / S&amp;P 500 higher mid-day;  Nasdaq pauses.  IBDpartner  $COMPQ  Nasdaq  -0.41% $SPX  S&amp;P 500  +0.15% $DJIA  Dow Industrials  +0.55% OIL  Crude Oil up over 2% to 36.23 ,2020,6,2,0.75,-0.225,1,0,Negative
2020-06-02 15:50,I fear that bulls are about to get the lights turned off!   $SPY $SPX $QQQ $IWM and don't forget $TSLA,2020,6,2,0.0,0.0,1,0,Neutral
2020-06-02 15:50,"Were back to the ‘19 playbook. Continued bad news or the markets get bid until there’s an unplanned black swan event or perhaps a major insolvency (looking at you $GE, $F, $GM, $T)",2020,6,2,0.4,-0.20104166666666665,0,0,Negative
2020-06-02 15:49,: Hello Friends   Here is the performance update of our 10 KA DUM Portfolio so far   Portfolio up 26% in 75 days with al…,2020,6,2,1.0,0.1,0,0,Positive
2020-06-02 15:48,: $rggi over sold on the weekly! 43 rsi on daily just above lower bolly band! Go time  $spx $cgc $m…,2020,6,2,0.05,0.0,1,0,Neutral
2020-06-02 15:47,$rggi over sold on the weekly! 43 rsi on daily just above lower bolly band! Go time  $spx $cgc $mark $pep $chk $spy $qqq $spom $bp $tron $teva $zm  ,2020,6,2,0.05,0.0,1,0,Neutral
2020-06-02 15:47,"59 North Capital Management, LP short position in Aston Martin Lagonda Global Holdings Plc up 0.10% to 0.60% AML $AML LSE StockMarket Stocks Shares Business Markets Trading News Investing Short ",2020,6,2,0.2,0.0,0,0,Neutral
2020-06-02 15:46,"""How is it that you can make money in the stock market with a winning percentage that is less than 50%?""  Learn a risk management strategy:    $SPX $SPY $QQQ $DJIA $STUDY",2020,6,2,0.4083333333333333,0.16666666666666669,1,0,Positive
2020-06-02 15:45,: $ABCE SOLID COMPANY WITH REVS.  $EBML BIGGEST SLEEPER PLAY OUT THERE. $GOIG SOLID NEWS OUT YESTERDAY FedEx deal $SKDI CH…,2020,6,2,0.1,0.0,0,0,Neutral
2020-06-02 15:43,$AAPL 305/330 strangle for June opex collect nice premium apple will trade sideways from here on out,2020,6,2,1.0,0.6,0,0,Positive
2020-06-02 15:42,$FB $AAPL $GOOG $AMZN $NFLX  FAAANM keeping our markets rolling! ,2020,6,2,0.0,0.0,0,0,Neutral
2020-06-02 15:42,I shouldn't have sold my $amzn,2020,6,2,0.0,0.0,0,0,Neutral
2020-06-02 15:41,"GM, Ford join U.S. companies condemning George Floyd death, racism $GM $F $INTC $NFLX $NKE ",2020,6,2,0.0,0.0,0,0,Neutral
2020-06-02 15:41,_London007: Now is the time to buy into this! VTIQ stock stocks StocksToTrade ,2020,6,2,0.0,0.0,0,0,Neutral
2020-06-02 15:40,": Layoffs have hit U.S. tech companies hard since the pandemic started. The industry has cut more than 40,000 jobs, with big…",2020,6,2,0.5208333333333333,0.10416666666666666,0,1,Positive
2020-06-02 15:40,_izz another is that the SP500 is weighted relatively heavily on industries that were unhurt or even did well by the virus: ,2020,6,2,0.5,-0.2,1,0,Negative
